ID,lane_count,vehicle_fromTaz,vehicle_toTaz,avrg_speed,ini_time,end_time,ini_x_pos,ini_y_pos,end_x_pos,end_y_pos,tripinfo_duration,tripinfo_routeLength,tripinfo_timeLoss,tripinfo_waitingCount,tripinfo_waitingTime,tripinfo_arrivalLane,tripinfo_departLane,Repetition
64,122,Amposta,Montsia,16.919127399650982,4644.0,5216.0,26848.49,21037.09,19833.37,21706.27,573.0,9691.67,139.16,0,0.0,211899808#2_0,185510463#2_0,0
66,73,Amposta,Montsia,22.473478260869594,4788.0,5362.0,27006.01,20933.27,33535.21,26556.73,575.0,12923.05,75.43,0,0.0,195168992#1_0,147518541#6_0,0
67,85,Amposta,Montsia,23.285942228335603,4860.0,5586.0,26950.24,21050.21,25221.05,27353.41,727.0,16921.04,88.83,0,0.0,214721120#3_0,185589619#2_0,0
68,110,Amposta,Montsia,22.2024133949192,4932.0,5797.0,27006.01,20933.27,38834.52,20307.91,866.0,19223.42,143.48,0,0.0,72272614#6_0,147518541#6_0,0
69,66,Amposta,Montsia,22.833855670103077,5004.0,5488.0,26982.45,21034.23,28987.94,25930.87,485.0,11082.13,75.82,0,0.0,587811209#1_0,558394785_0,0
71,84,Amposta,Montsia,26.856262626262627,5148.0,5939.0,26982.45,21034.23,38402.93,32210.56,792.0,21267.96,101.51,0,0.0,-161626249#1_0,558394785_0,0
72,77,Amposta,Montsia,23.295662460567808,5220.0,5853.0,27040.08,21054.86,34802.62,27759.87,634.0,14755.45,87.68,0,0.0,105563680#3_0,185510464#2_0,0
73,138,Amposta,Montsia,17.753095652173926,5292.0,5866.0,26873.45,21047.02,19562.2,21644.83,575.0,10213.55,128.0,0,0.0,-113512723#14_0,185589610#5_0,0
78,214,Amposta,Montsia,13.962720710716262,5652.0,7452.0,27008.92,20965.78,17746.14,15312.45,1801.0,25137.75,279.44,0,0.0,223126338#4_0,147518541#7_0,0
79,118,Amposta,Montsia,24.28544543429844,5724.0,6621.0,26888.93,20964.34,22322.0,31893.88,898.0,21802.8,129.03,0,0.0,587829076#0_0,147518542#7_0,0
82,36,Amposta,Montsia,13.809659090909099,5940.0,6115.0,26866.87,20978.57,25460.27,20205.01,176.0,2424.92,43.12,0,0.0,185664637#0_0,185589610#4_0,0
92,152,Amposta,Montsia,18.06755325623859,6660.0,8302.0,26873.45,21047.02,49175.28,22218.1,1643.0,29686.68,218.98,0,0.0,47381445#1_0,185589610#5_0,0
95,3,Amposta,Montsia,9.995714285714287,6876.0,6889.0,27040.08,21054.86,26977.19,21130.81,14.0,137.58,4.51,0,0.0,185589624#0_0,185510464#2_0,0
96,115,Amposta,Montsia,17.30147163120565,6948.0,7511.0,26938.13,20939.56,19732.19,22042.35,564.0,9754.58,125.74,0,0.0,-211901484#4_0,-185589620#0_0,0
102,47,Amposta,Montsia,10.147268041237114,7500.0,8469.0,26920.43,21030.33,30406.44,19926.51,970.0,9835.0,114.21,0,0.0,-294043630#1_0,185510463#4_0,0
104,109,Amposta,Montsia,15.189563936358276,7740.0,9436.0,26884.28,21033.72,38278.89,26098.04,1697.0,25760.92,194.33,0,0.0,194820863_0,185510463#3_0,0
106,107,Amposta,Montsia,16.51437572928825,7980.0,9693.0,27004.62,21057.73,25128.5,26830.25,1714.0,28292.8,172.36,0,0.0,-251833489#2_0,185510464#3_0,0
108,129,Amposta,Montsia,25.060397422126755,8220.0,9150.0,26866.87,20978.57,21860.18,33064.8,931.0,23328.41,126.44,0,0.0,103962803#6_0,185589610#4_0,0
109,86,Amposta,Montsia,13.323637667304,8340.0,10431.0,26920.43,21030.33,35875.82,13762.75,2092.0,27863.68,183.96,0,0.0,47861085#2_0,185510463#4_0,0
110,167,Amposta,Montsia,23.056826835902108,8460.0,9562.0,26982.45,21034.23,20946.12,33702.97,1103.0,25433.82,180.19,0,0.0,223184429#0_0,558394785_0,0
112,94,Amposta,Montsia,12.957819413092556,8700.0,10914.0,26899.73,20951.17,35551.49,13401.53,2215.0,28696.91,202.89,0,0.0,432677943#3_0,185589611#0_0,0
116,102,Amposta,Montsia,26.8874375,9180.0,9979.0,26888.93,20964.34,38638.15,32290.94,800.0,21497.9,97.7,0,0.0,589524907#6_0,147518542#7_0,0
117,138,Amposta,Montsia,24.348948432760377,9300.0,10288.0,26982.45,21034.23,21331.76,33349.36,989.0,24080.12,144.46,0,0.0,223174667#1_0,558394785_0,0
118,109,Amposta,Montsia,25.641136624569405,9420.0,10290.0,27040.08,21054.86,21487.52,32250.61,871.0,22331.75,118.29,0,0.0,247915652#5-AddedOnRampEdge_1,185510464#2_0,0
123,74,Amposta,Montsia,24.622301587301568,10020.0,10649.0,27004.62,21057.73,39483.45,22018.47,630.0,15498.77,91.86,0,0.0,195014780#0_0,185510464#3_0,0
126,123,Amposta,Montsia,17.313754448398573,10380.0,10941.0,26873.45,21047.02,19906.06,21542.28,562.0,9722.12,129.08,0,0.0,211732904#5_0,185589610#5_0,0
128,134,Amposta,Montsia,22.168970133882613,10620.0,11590.0,26848.49,21037.09,40213.55,19925.45,971.0,21522.87,152.14,0,0.0,195041034#2_0,185510463#2_0,0
131,85,Amposta,Montsia,17.967488869100578,10980.0,12102.0,26888.93,20964.34,42180.53,23142.91,1123.0,20166.04,137.25,0,0.0,-194791768#6_0,147518542#7_0,0
133,15,Amposta,Montsia,10.225199999999996,11220.0,11269.0,27040.08,21054.86,26887.48,20838.67,50.0,506.16,16.43,0,0.0,185589611#3_0,185510464#2_0,0
143,54,Amposta,Montsia,24.94483739837395,12420.0,12911.0,26866.87,20978.57,36491.53,22927.13,492.0,12269.21,57.85,0,0.0,104311859#1_0,185589610#4_0,0
146,206,Amposta,Montsia,21.57634185303513,12780.0,14031.0,26866.87,20978.57,21365.49,34243.17,1252.0,26997.23,216.13,0,0.0,113198257#0_0,185589610#4_0,0
147,12,Amposta,Montsia,11.121875,12900.0,12947.0,26982.45,21034.23,27038.06,21382.08,48.0,535.82,19.0,0,0.0,47380531#0_0,558394785_0,0
151,126,Amposta,Montsia,17.249283216783205,13380.0,13951.0,27004.62,21057.73,19761.39,22008.24,572.0,9853.43,129.05,0,0.0,-211901492#6_0,185510464#3_0,0
152,34,Amposta,Montsia,18.354555555555557,13500.0,13679.0,27008.92,20965.78,27271.36,19353.57,180.0,3294.08,39.55,0,0.0,32877379#2_0,147518541#7_0,0
157,116,Amposta,Montsia,25.635545454545436,14100.0,14979.0,26980.72,21050.05,21596.56,32484.19,880.0,22550.93,119.16,0,0.0,91434476_0,-558394785_0,0
166,106,Amposta,Montsia,17.77400763358777,14790.0,15313.0,26873.45,21047.02,19964.5,21852.51,524.0,9317.3,117.72,0,0.0,-211914617#12_0,185589610#5_0,0
167,24,Amposta,Montsia,10.611519999999997,14850.0,14974.0,26853.58,20967.62,26519.35,21126.54,125.0,1323.39,40.58,0,0.0,158464196#1_0,147518542#8_0,0
168,16,Amposta,Montsia,11.094000000000005,14910.0,14964.0,26960.3,21026.57,27213.69,20685.64,55.0,606.92,17.13,0,0.0,-158464365#0_0,185510463#5_0,0
171,174,Amposta,Montsia,21.43069410815173,15090.0,16328.0,27033.14,20951.17,21690.39,34149.04,1239.0,26538.42,171.62,0,0.0,380428350#0_0,147518542#3_0,0
172,109,Amposta,Montsia,16.485924418604675,15150.0,16869.0,26920.43,21030.33,25104.27,26862.52,1720.0,28343.16,174.48,0,0.0,-251833506#1_0,185510463#4_0,0
177,131,Amposta,Montsia,16.97186868686867,15450.0,16043.0,26899.73,20951.17,19537.31,21880.42,594.0,10072.77,136.06,0,0.0,-211901483#5_0,185589611#0_0,0
